ER00003,ER,Unknown,Unknown,2025-04-08 16:07:49,DAMAGED LABEL
ST30477,ST,VinamilkSurePrevent,Vinamilk,2025-04-08 16:07:46,OK
SB66017,SB,OptimumGold,Vinamilk,2025-04-08 16:07:43,OK
ER00002,ER,Unknown,Unknown,2025-04-08 16:07:40,DAMAGED LABEL
ER00001,ER,SF59420-SF-CogaiHaLan-DutchLady,Unknown,2025-04-08 16:07:37,NO DATA
